,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,clean_city,land_value,property_value
288,06,66000,02411782,0666000,San Diego,San Diego city,san diego,485426.87775862514,819592.9924695316
289,06,71106,02411873,0671106,Shafter,Shafter city,shafter,39522.74561061429,235627.45610614287
290,06,54232,02411334,0654232,Orinda,Orinda city,orinda,610473.8143250395,1094849.2532217205
291,06,57288,02411428,0657288,Pinole,Pinole city,pinole,182759.188552945,553451.4981384283
292,06,60620,02410939,0660620,Richmond,Richmond city,richmond,267695.29234511073,646526.4835066012
293,06,68294,02411801,0668294,San Pablo,San Pablo city,san pablo,155197.24972068946,505964.6629101787
294,06,39122,02411591,0639122,Lafayette,Lafayette city,lafayette,637535.4059535562,1110448.3899685503
295,06,42370,02410857,0642370,Loma Linda,Loma Linda city,loma linda,125382.56045742903,387727.6131110749
296,06,48788,02411141,0648788,Montclair,Montclair city,montclair,182859.34746676014,450492.92721496866
297,06,50734,02411220,0650734,Needles,Needles city,needles,27300.0,109700.0
298,06,07946,02409891,0607946,Bradbury,Bradbury city,bradbury,,
299,06,53896,02411323,0653896,Ontario,Ontario city,ontario,190365.19976349457,454736.2868022984
300,06,21712,02410406,0621712,El Cajon,El Cajon city,el cajon,209134.14310222378,527249.9448057998
301,06,22678,02410440,0622678,Encinitas,Encinitas city,encinitas,697516.9990063286,1067171.3986507542
302,06,40004,02411576,0640004,La Mesa,La Mesa city,la mesa,250578.28469977382,589607.0782710174
303,06,53322,02411301,0653322,Oceanside,Oceanside city,oceanside,205041.60902705506,536233.3000630413
304,06,58520,02411480,0658520,Poway,Poway city,poway,322931.7805985641,660613.9274700793
305,06,68196,02411797,0668196,San Marcos,San Marcos city,san marcos,257477.45714948972,594658.9344225243
306,06,00562,02409669,0600562,Alameda,Alameda city,alameda,579218.3272078447,1019042.1791110141
307,06,00674,02409674,0600674,Albany,Albany city,albany,734026.8470287177,1264997.0509017112
308,06,06000,02409837,0606000,Berkeley,Berkeley city,berkeley,733004.9548560428,1307495.6992921976
309,06,20018,02410362,0620018,Dublin,Dublin city,dublin,461244.05830258725,881461.1231288309
310,06,22594,02410436,0622594,Emeryville,Emeryville city,emeryville,,
311,06,82996,02412161,0682996,Vista,Vista city,vista,176308.24133453416,489365.465211868
312,06,50916,02411238,0650916,Newark,Newark city,newark,443383.11988384376,852705.9325776796
313,06,68084,02411794,0668084,San Leandro,San Leandro city,san leandro,275151.5575859075,704492.6705784507
314,06,81204,02412130,0681204,Union City,Union City city,union city,459684.4915873454,828403.0855427983
315,06,26000,02410545,0626000,Fremont,Fremont city,fremont,776638.2429196554,1165875.176624735
316,06,50258,02411209,0650258,Napa,Napa city,napa,262382.50906204915,692276.550900275
317,06,64140,02411758,0664140,St. Helena,St. Helena city,st. helena,606309.7361786074,1141543.3538800536
318,06,80994,02412119,0680994,Twentynine Palms,Twentynine Palms city,twentynine palms,12271.41799807814,147282.58839277728
319,06,81344,02412137,0681344,Upland,Upland city,upland,244910.96016239954,515826.74556533026
320,06,87042,02412326,0687042,Yucaipa,Yucaipa city,yucaipa,90992.63434878441,350776.58223658014
321,06,87056,02413524,0687056,Yucca Valley,Yucca Valley town,yucca valley,20677.061411088904,184990.84720145332
322,06,00296,02409663,0600296,Adelanto,Adelanto city,adelanto,20604.02361686716,187118.3538001193
323,06,59962,02411532,0659962,Redlands,Redlands city,redlands,137797.2461413951,409537.6156015458
324,06,11194,02409984,0611194,Carlsbad,Carlsbad city,carlsbad,451317.8240285032,800010.7896153678
325,06,50398,02411216,0650398,National City,National City city,national city,181755.55806892752,473710.6274563596
326,06,70224,02411830,0670224,Santee,Santee city,santee,202462.3690901413,532734.2047850786
327,06,09780,02409960,0609780,California City,California City city,california city,11710.709954301414,150388.5012075859
328,06,77574,02412026,0677574,Taft,Taft city,taft,,
329,06,06434,02409843,0606434,Big Bear Lake,Big Bear Lake city,big bear lake,134518.09970580036,425725.0200815057
330,06,24680,02410517,0624680,Fontana,Fontana city,fontana,123080.98560917143,368864.49444139726
331,06,60466,02410931,0660466,Rialto,Rialto city,rialto,104576.62599235747,346499.6350029313
332,06,31393,02410668,0631393,Grover Beach,Grover Beach city,grover beach,221311.66909672195,576064.1636933616
333,06,57414,02411429,0657414,Pismo Beach,Pismo Beach city,pismo beach,518983.36827082344,932141.3846065695
334,06,02868,02409734,0602868,Arroyo Grande,Arroyo Grande city,arroyo grande,250324.47052977333,613716.7962182272
335,06,14218,02409488,0614218,Clovis,Clovis city,clovis,82937.3816064254,298633.2768169087
336,06,27000,02410546,0627000,Fresno,Fresno city,fresno,79007.0885080313,281392.82276101277
337,06,86972,02412325,0686972,Yuba City,Yuba City city,yuba city,52528.652202940044,263735.17051763716
338,06,86930,02412323,0686930,Yountville,Yountville city,yountville,601613.2350731378,1150821.334927174
339,06,57540,02411433,0657540,Placerville,Placerville city,placerville,72456.4845329994,357701.250873341
340,06,54274,02411335,0654274,Orland,Orland city,orland,34831.42314248483,232894.2694274545
341,06,85684,02412272,0685684,Willows,Willows city,willows,37800.0,218699.99999999997
342,06,67126,02411789,0667126,San Joaquin,San Joaquin city,san joaquin,,
343,06,03302,02409764,0603302,Avenal,Avenal city,avenal,30200.0,177100.0
344,06,41152,02410819,0641152,Lemoore,Lemoore city,lemoore,56584.06086488965,235947.2194036455
345,06,13882,02409474,0613882,Clayton,Clayton city,clayton,298496.5943754853,678113.641676563
346,06,21796,02410410,0621796,El Cerrito,El Cerrito city,el cerrito,474987.7223508541,960919.8735427232
347,06,33308,02410746,0633308,Hercules,Hercules city,hercules,206743.74129746956,571145.621849365
348,06,49187,02413013,0649187,Moraga,Moraga town,moraga,609503.5408166082,1070120.0934174273
349,06,09878,02409962,0609878,Calipatria,Calipatria city,calipatria,,
350,06,85586,02412268,0685586,Williams,Williams city,williams,43300.0,219400.0
351,06,14946,02410204,0614946,Colusa,Colusa city,colusa,48424.269605531605,248814.74115982756
352,06,22790,02410453,0622790,Escalon,Escalon city,escalon,100085.22591705015,324384.34403686656
353,06,61026,02410957,0661026,Ripon,Ripon city,ripon,127669.58137134693,382989.0442879539
354,06,75000,02411987,0675000,Stockton,Stockton city,stockton,78189.3371281962,285270.3796826994
355,06,70042,02411826,0670042,Santa Paula,Santa Paula city,santa paula,207885.7038102416,513113.84623470897
356,06,08142,02409902,0608142,Brentwood,Brentwood city,brentwood,122277.12939290317,469396.4768688316
357,06,11250,02409987,0611250,Carmel-by-the-Sea,Carmel-by-the-Sea city,carmel-by-the-sea,1181200.0,1559700.0
358,06,18688,02410315,0618688,Del Rey Oaks,Del Rey Oaks city,del rey oaks,351300.0,685300.0
359,06,36084,02410081,0636084,Huron,Huron city,huron,,
360,06,30392,02410617,0630392,Gonzales,Gonzales city,gonzales,116939.76646419962,387820.8092790964
361,06,30994,02410657,0630994,Greenfield,Greenfield city,greenfield,73286.69184651918,304284.05278130434
362,06,59892,02411527,0659892,Red Bluff,Red Bluff city,red bluff,34994.88037560879,230523.05984110272
363,06,81134,02412125,0681134,Ukiah,Ukiah city,ukiah,,
364,06,16378,02410233,0616378,Coronado,Coronado city,coronado,1655135.9124821685,1964321.0619502503
365,06,22804,02410455,0622804,Escondido,Escondido city,escondido,170107.38762703692,479217.08076520683
366,06,45736,02411033,0645736,Maricopa,Maricopa city,maricopa,,
367,06,45778,02411035,0645778,Marina,Marina city,marina,239959.9027957491,563196.9819880823
368,06,65112,02411806,0665112,Sand City,Sand City city,sand city,295900.0,611900.0
369,06,70742,02411853,0670742,Seaside,Seaside city,seaside,337737.73571575334,624138.7643060036
370,06,72520,02411924,0672520,Soledad,Soledad city,soledad,96909.47290912131,347259.16979889956
371,06,14498,02410190,0614498,Colfax,Colfax city,colfax,55711.04518180559,299948.91886550066
372,06,02042,02409706,0602042,Anderson,Anderson city,anderson,45844.81436760924,273260.2773638202
373,06,86944,02412324,0686944,Yreka,Yreka city,yreka,,
374,06,45358,02412936,0645358,Mammoth Lakes,Mammoth Lakes town,mammoth lakes,,
375,06,83542,02412185,0683542,Wasco,Wasco city,wasco,38189.485858126835,232623.43667622318
376,06,70364,02411834,0670364,Sausalito,Sausalito city,sausalito,993055.3166020298,1678648.65394022
377,06,33056,02410726,0633056,Healdsburg,Healdsburg city,healdsburg,306263.1366604997,833135.9844336802
378,06,85922,02413495,0685922,Windsor,Windsor town,windsor,182570.3823112698,596487.3413793397
379,06,25058,02410525,0625058,Fort Bragg,Fort Bragg city,fort bragg,,
380,06,38226,02411536,0638226,Kerman,Kerman city,kerman,51585.83943992511,245336.0755576823
381,06,06798,02409852,0606798,Bishop,Bishop city,bishop,,
382,06,38520,02411544,0638520,King City,King City city,king city,68800.0,296900.0
383,06,86300,02412299,0686300,Woodlake,Woodlake city,woodlake,45025.59331967319,214910.14073185908
384,06,55520,02413111,0655520,Paradise,Paradise town,paradise,43386.61146227592,255923.95840539868
385,06,16224,02410227,0616224,Corcoran,Corcoran city,corcoran,33612.61854411803,179386.3212092069
386,06,21230,02650584,0621230,Eastvale,Eastvale city,eastvale,140222.31740614443,405152.0955601195
387,06,72506,02411923,0672506,Solana Beach,Solana Beach city,solana beach,999113.5255152098,1370009.6888483514
388,06,50076,02411199,0650076,Murrieta,Murrieta city,murrieta,101061.14828850352,352838.7452438898
389,06,77392,02412019,0677392,Sutter Creek,Sutter Creek city,sutter creek,44024.89602140705,304831.3073938531
390,06,03064,02409745,0603064,Atascadero,Atascadero city,atascadero,154796.55410439678,476102.44810560945
391,06,73108,02411938,0673108,South Lake Tahoe,South Lake Tahoe city,south lake tahoe,138984.04003051584,504231.39374103653
392,06,13945,02409479,0613945,Clearlake,Clearlake city,clearlake,,
393,06,02112,02409709,0602112,Angels,Angels city,angels,51924.425987876835,321495.60595410666
394,06,01444,02409688,0601444,Alturas,Alturas city,alturas,,
395,06,24638,02410516,0624638,Folsom,Folsom city,folsom,167061.81690138977,459973.99737213756
396,06,36882,02410122,0636882,Isleton,Isleton city,isleton,,
397,06,59444,02411513,0659444,Rancho Cordova,Rancho Cordova city,rancho cordova,88958.95546504953,335768.1828414993
398,06,48872,02411145,0648872,Monterey,Monterey city,monterey,503362.804412187,834695.6324964291
399,06,01640,02409695,0601640,American Canyon,American Canyon city,american canyon,133815.18605217393,470032.4376646139
400,06,09892,02409963,0609892,Calistoga,Calistoga city,calistoga,295000.0,778400.0
401,06,02252,02409715,0602252,Antioch,Antioch city,antioch,94047.27746543882,395911.86075986153
402,06,16000,02410214,0616000,Concord,Concord city,concord,205561.7530996177,571880.1897333537
403,06,17988,02412403,0617988,Danville,Danville town,danville,581654.3663814958,1009805.5003153677
404,06,46114,02411045,0646114,Martinez,Martinez city,martinez,246671.97759904256,627085.0078582948
405,06,57456,02411430,0657456,Pittsburg,Pittsburg city,pittsburg,109421.74555734496,420365.5359272102
406,06,57764,02411439,0657764,Pleasant Hill,Pleasant Hill city,pleasant hill,360025.4806224888,773790.20824347
407,06,68378,02411805,0668378,San Ramon,San Ramon city,san ramon,514383.9357565767,929878.9113014636
408,06,83346,02412174,0683346,Walnut Creek,Walnut Creek city,walnut creek,489493.85413650086,921669.1521353882
409,06,19318,02410342,0619318,Dinuba,Dinuba city,dinuba,56227.03495938764,234302.47259299122
410,06,23126,02410472,0623126,Exeter,Exeter city,exeter,60675.55277972682,248003.68264185678
411,06,23616,02410485,0623616,Farmersville,Farmersville city,farmersville,49023.687581295395,226500.9644673092
412,06,41712,02410839,0641712,Lindsay,Lindsay city,lindsay,39800.0,206499.99999999997
413,06,64224,02411768,0664224,Salinas,Salinas city,salinas,199420.95631680812,472622.9872443032
414,06,47766,02411113,0647766,Milpitas,Milpitas city,milpitas,642834.8336709259,1038114.8046234071
415,06,06560,02409848,0606560,Biggs,Biggs city,biggs,31100.0,217400.0
416,06,31260,02410665,0631260,Gridley,Gridley city,gridley,36712.14982738158,227048.29551948304
417,06,03274,02409763,0603274,Avalon,Avalon city,avalon,,
418,06,04982,02409822,0604982,Bellflower,Bellflower city,bellflower,318446.5185401734,603455.0292381281
419,06,04996,02409817,0604996,Bell Gardens,Bell Gardens city,bell gardens,,
420,06,13756,02409465,0613756,Claremont,Claremont city,claremont,355929.02054300986,686040.345504985
421,06,14974,02410209,0614974,Commerce,Commerce city,commerce,241600.0,531400.0
422,06,17498,02410272,0617498,Cudahy,Cudahy city,cudahy,211400.0,481900.00000000006
423,06,22230,02410413,0622230,El Monte,El Monte city,el monte,357086.6662242454,607603.3462397562
424,06,30378,02015546,0630378,Goleta,Goleta city,goleta,421447.2793844583,948956.7837623879
425,06,42524,02410860,0642524,Lompoc,Lompoc city,lompoc,100224.94048341228,377234.6840987322
426,06,69070,02411815,0669070,Santa Barbara,Santa Barbara city,santa barbara,655086.6245512712,1264931.3445500513
427,06,69196,02411824,0669196,Santa Maria,Santa Maria city,santa maria,101575.98213618848,403074.00229783176
428,06,44364,02410891,0644364,Loyalton,Loyalton city,loyalton,,
429,06,56000,02411379,0656000,Pasadena,Pasadena city,pasadena,799015.6415890023,1083212.7671075326
430,06,51182,02411250,0651182,Newport Beach,Newport Beach city,newport beach,2243103.4181105965,2172879.244872931
431,06,70000,02411825,0670000,Santa Monica,Santa Monica city,santa monica,2083096.8115423867,2240539.6555897566
432,06,09710,02409958,0609710,Calexico,Calexico city,calexico,,
433,06,21782,02410409,0621782,El Centro,El Centro city,el centro,,
434,06,34246,02410780,0634246,Holtville,Holtville city,holtville,,
435,06,36280,02410097,0636280,Imperial,Imperial city,imperial,,
436,06,13588,02409464,0613588,Citrus Heights,Citrus Heights city,citrus heights,92901.90006025805,341004.5070726266
437,06,22020,02410425,0622020,Elk Grove,Elk Grove city,elk grove,101791.44480144692,364556.0993642751
438,06,28112,02410563,0628112,Galt,Galt city,galt,79567.94935999498,327773.11600737605
439,06,64000,02411751,0664000,Sacramento,Sacramento city,sacramento,124959.7550313767,376845.75344952237
440,06,34120,02410778,0634120,Hollister,Hollister city,hollister,188658.492586609,492622.38177303004
441,06,12552,02409431,0612552,Cerritos,Cerritos city,cerritos,517690.12081087934,779635.8973792825
442,06,16742,02410251,0616742,Covina,Covina city,covina,296322.7235006431,577448.7332351201
443,06,46492,02411054,0646492,Maywood,Maywood city,maywood,241600.0,531400.0
444,06,48648,02411138,0648648,Monrovia,Monrovia city,monrovia,559773.8311737279,835509.2376969749
445,06,66070,02411784,0666070,San Dimas,San Dimas city,san dimas,327489.8641483898,620559.8704249115
446,06,22300,02410415,0622300,El Paso de Robles (Paso Robles),El Paso de Robles (Paso Robles) city,el paso de robles (paso robles),133707.09825564615,453695.94661542267
447,06,49362,02411169,0649362,Morro Bay,Morro Bay city,morro bay,317406.96676587535,725031.9901759364
448,06,68154,02411796,0668154,San Luis Obispo,San Luis Obispo city,san luis obispo,362904.07607651356,774301.4401773012
449,06,53070,02411294,0653070,Oakley,Oakley city,oakley,95334.66113256691,406612.29990214447
450,06,14274,02409495,0614274,Coalinga,Coalinga city,coalinga,36852.08081532887,202512.96148714618
451,06,24134,02410507,0624134,Firebaugh,Firebaugh city,firebaugh,39800.0,206900.0
452,06,25436,02410538,0625436,Fowler,Fowler city,fowler,55720.43765638169,244121.81624192864
453,06,38562,02411548,0638562,Kingsburg,Kingsburg city,kingsburg,73031.36399634805,278474.02090109425
454,06,54008,02411327,0654008,Orange Cove,Orange Cove city,orange cove,35100.0,179300.0
455,06,55856,02411376,0655856,Parlier,Parlier city,parlier,45422.296592497834,217386.2778163684
456,06,60242,02410920,0660242,Reedley,Reedley city,reedley,57468.00082499718,238166.3570166947
457,06,67056,02411811,0667056,Sanger,Sanger city,sanger,50640.68995043807,227049.78189117712
458,06,70882,02411863,0670882,Selma,Selma city,selma,52994.18694372121,233848.95711732772
459,06,83668,02412194,0683668,Watsonville,Watsonville city,watsonville,205746.89649587998,582808.5425764152
460,06,69112,02411820,0669112,Santa Cruz,Santa Cruz city,santa cruz,608562.681409288,1030136.263760125
461,06,46828,02411078,0646828,Mendota,Mendota city,mendota,35005.49747264499,203999.0232162137
462,06,08758,02409931,0608758,Buellton,Buellton city,buellton,166082.62018337543,575786.039665022
463,06,11446,02409990,0611446,Carpinteria,Carpinteria city,carpinteria,563106.3301198076,1187839.9709368292
464,06,31414,02410672,0631414,Guadalupe,Guadalupe city,guadalupe,81600.0,366900.0
465,06,00394,02409666,0600394,Agoura Hills,Agoura Hills city,agoura hills,505739.71551286825,809760.2626267188
466,06,02896,02409735,0602896,Artesia,Artesia city,artesia,422731.42002576886,658756.2415608313
467,06,18506,02410314,0618506,Del Mar,Del Mar city,del mar,1814367.0820514157,2201652.4311369085
468,06,72576,02411925,0672576,Solvang,Solvang city,solvang,198109.19673519762,627843.9115115138
469,06,08058,02409893,0608058,Brawley,Brawley city,brawley,,
470,06,22412,02410417,0622412,El Segundo,El Segundo city,el segundo,1073760.4512439042,1295709.5501714065
471,06,32506,02410716,0632506,Hawaiian Gardens,Hawaiian Gardens city,hawaiian gardens,282090.961808319,556403.9408364911
472,06,33364,02410749,0633364,Hermosa Beach,Hermosa Beach city,hermosa beach,2109377.033713328,2069010.825863954
473,06,33518,02410756,0633518,Hidden Hills,Hidden Hills city,hidden hills,807100.0,1090800.0
474,06,30798,02410651,0630798,Grass Valley,Grass Valley city,grass valley,83323.21222247701,390422.26418175286
475,06,84606,02412239,0684606,Westmorland,Westmorland city,westmorland,,
476,06,42468,02410859,0642468,Lomita,Lomita city,lomita,486316.0556438152,756899.4198135848
477,06,45400,02411020,0645400,Manhattan Beach,Manhattan Beach city,manhattan beach,2243263.5294319517,2112822.582605389
478,06,01514,02409693,0601514,Amador City,Amador City city,amador city,46700.0,303000.0
479,06,36672,02410110,0636672,Ione,Ione city,ione,42300.0,301800.0
480,06,36980,02410128,0636980,Jackson,Jackson city,jackson,44023.99896424669,304221.7700543289
481,06,57834,02411446,0657834,Plymouth,Plymouth city,plymouth,46700.0,303000.0
482,06,00135,02582926,0600135,Acalanes Ridge,Acalanes Ridge CDP,acalanes ridge,475800.0,924100.0
483,06,00212,02407697,0600212,Acton,Acton CDP,acton,95433.25936771785,365766.4259061382
484,06,00786,02611374,0600786,Alderpoint,Alderpoint CDP,alderpoint,,
485,06,01150,02407724,0601150,Alondra Park,Alondra Park CDP,alondra park,425700.0,735200.0
486,06,01164,02407725,0601164,Alpaugh,Alpaugh CDP,alpaugh,37900.0,201300.0
487,06,01192,02407726,0601192,Alpine,Alpine CDP,alpine,144592.29181046848,447501.2422260845
488,06,01276,02628704,0601276,Alta,Alta CDP,alta,41800.0,267200.0
489,06,01458,02407736,0601458,Alum Rock,Alum Rock CDP,alum rock,402401.63429203787,796189.2269441151
490,06,02210,02582934,0602210,Antelope,Antelope CDP,antelope,89550.28538814926,336032.0506698012
491,06,02980,02407773,0602980,Ashland,Ashland CDP,ashland,258318.8208915015,662954.1592831911
492,06,03344,02407785,0603344,Avocado Heights,Avocado Heights CDP,avocado heights,271807.2312268165,556019.0293932593
493,06,03694,02582938,0603694,Ballard,Ballard CDP,ballard,212301.94854223754,649114.1244234537
494,06,04576,02407813,0604576,Beale AFB,Beale AFB CDP,beale afb,,
495,06,04926,02582942,0604926,Bella Vista,Bella Vista CDP,bella vista,52900.0,291100.0
496,06,05262,02611375,0605262,Benbow,Benbow CDP,benbow,,
497,06,06406,02407838,0606406,Big Bear City,Big Bear City CDP,big bear city,54457.1867672235,284315.2697846068
498,06,06635,02407844,0606635,Big River,Big River CDP,big river,,
499,06,07172,02407869,0607172,Bluewater,Bluewater CDP,bluewater,,
500,06,07414,02407882,0607414,Bonita,Bonita CDP,bonita,228060.35956808997,550018.8480116903
501,06,07498,02407884,0607498,Bonsall,Bonsall CDP,bonsall,144800.0,461700.0
502,06,07596,02407888,0607596,Borrego Springs,Borrego Springs CDP,borrego springs,18700.0,203900.0
503,06,07624,02407889,0607624,Bostonia,Bostonia CDP,bostonia,188714.22666678505,497900.1033331261
504,06,08338,02407907,0608338,Broadmoor,Broadmoor CDP,broadmoor,568400.0,1059800.0
505,06,09150,02582954,0609150,Burnt Ranch,Burnt Ranch CDP,burnt ranch,,
506,06,09310,02612473,0609310,Butte Creek Canyon,Butte Creek Canyon CDP,butte creek canyon,79164.89352729978,324449.6551846893
507,06,00156,02629758,0600156,Acampo,Acampo CDP,acampo,106500.0,344200.0
508,06,04632,02629759,0604632,Bear Creek,Bear Creek CDP,bear creek,54200.0,261000.0
509,06,00310,02582927,0600310,Adin,Adin CDP,adin,,
510,06,00450,02582928,0600450,Agua Dulce,Agua Dulce CDP,agua dulce,211242.17388153996,494119.03570527316
511,06,00464,02582929,0600464,Aguanga,Aguanga CDP,aguanga,78011.49353846598,284019.67913888866
512,06,02294,02582935,0602294,Anza,Anza CDP,anza,42200.0,207900.0
513,06,00478,02628702,0600478,Ahwahnee,Ahwahnee CDP,ahwahnee,45949.80735246716,229359.5376459212
514,06,04198,02628709,0604198,Bass Lake,Bass Lake CDP,bass lake,146416.09473120148,414385.68298198073
515,06,00535,02583084,0600535,Airport,Airport CDP,airport,,
516,06,00618,02407707,0600618,Alamo,Alamo CDP,alamo,630961.169036007,1091269.361011307
517,06,04415,02407808,0604415,Bay Point,Bay Point CDP,bay point,111347.91826280773,432731.65565739985
518,06,00716,02628703,0600716,Albion,Albion CDP,albion,,
519,06,08530,02628713,0608530,Brooktrails,Brooktrails CDP,brooktrails,,
520,06,00898,02582930,0600898,Alhambra Valley,Alhambra Valley CDP,alhambra valley,306126.19309400656,691114.3788727254
521,06,00982,02582931,0600982,Alleghany,Alleghany CDP,alleghany,,
522,06,00996,02582932,0600996,Allendale,Allendale CDP,allendale,119000.0,406900.0
523,06,01010,02585402,0601010,Allensworth,Allensworth CDP,allensworth,37900.0,201300.00000000003
524,06,01094,02407722,0601094,Almanor,Almanor CDP,almanor,91300.0,373000.0
525,06,04772,02407819,0604772,Beckwourth,Beckwourth CDP,beckwourth,19800.0,196800.0
526,06,01228,02407729,0601228,Alpine Village,Alpine Village CDP,alpine village,,
527,06,04716,02407814,0604716,Bear Valley,Bear Valley CDP,bear valley,,
528,06,01290,02407732,0601290,Altadena,Altadena CDP,altadena,560555.0006373478,870539.1896529325
529,06,01360,02407731,0601360,Alta Sierra,Alta Sierra CDP,alta sierra,58705.99511227586,335970.5879695541
530,06,01416,02582933,0601416,Alto,Alto CDP,alto,826000.0,1429500.0
531,06,01651,02407740,0601651,Amesti,Amesti CDP,amesti,212199.99999999997,630600.0
532,06,02378,02407750,0602378,Aptos,Aptos CDP,aptos,399116.710863127,827197.1500879421
533,06,02382,02407751,0602382,Aptos Hills-Larkin Valley,Aptos Hills-Larkin Valley CDP,aptos hills-larkin valley,288700.0,689300.0
534,06,05332,02407827,0605332,Ben Lomond,Ben Lomond CDP,ben lomond,291838.29164435086,664442.8419293062
535,06,07652,02407892,0607652,Boulder Creek,Boulder Creek CDP,boulder creek,263050.20664837235,628946.4476783858
536,06,02028,02628706,0602028,Anchor Bay,Anchor Bay CDP,anchor bay,,
537,06,07512,02628712,0607512,Boonville,Boonville CDP,boonville,,
538,06,02168,02407744,0602168,Angwin,Angwin CDP,angwin,234600.00000000003,641900.0
539,06,02420,02407755,0602420,Arbuckle,Arbuckle CDP,arbuckle,46600.0,249500.0
540,06,02553,02407756,0602553,Arden-Arcade,Arden-Arcade CDP,arden-arcade,150445.83180987134,408551.97092621133
541,06,02700,02407762,0602700,Armona,Armona CDP,armona,46229.789379609014,210186.7192371246
542,06,02770,02407763,0602770,Arnold,Arnold CDP,arnold,38398.002999144424,304380.26298727706
543,06,03316,02407784,0603316,Avery,Avery CDP,avery,36779.02892635779,295464.44615166937
544,06,02812,02407764,0602812,Aromas,Aromas CDP,aromas,174409.447294696,518009.9977693684
545,06,02910,02628707,0602910,Artois,Artois CDP,artois,,
546,06,03026,02582936,0603026,Aspen Springs,Aspen Springs CDP,aspen springs,,
547,06,03205,02582982,0603205,Auburn Lake Trails,Auburn Lake Trails CDP,auburn lake trails,42800.0,301700.0
548,06,05346,02582943,0605346,Benton,Benton CDP,benton,,
549,06,03190,02407779,0603190,Auberry,Auberry CDP,auberry,60800.0,267500.0
550,06,06728,02407849,0606728,Biola,Biola CDP,biola,,
551,06,07750,02407895,0607750,Bowles,Bowles CDP,bowles,55100.0,247600.0
552,06,03209,02407781,0603209,August,August CDP,august,54908.19644613667,236321.84213302372
553,06,03330,02582937,0603330,Avila Beach,Avila Beach CDP,avila beach,488443.79090276617,913826.4019680463
554,06,06935,02582945,0606935,Blacklake,Blacklake CDP,blacklake,246800.0,598200.0
555,06,03512,02628708,0603512,Baker,Baker CDP,baker,,
556,06,03708,02582939,0603708,Ballico,Ballico CDP,ballico,,
557,06,03792,02612459,0603792,Bangor,Bangor CDP,bangor,,
558,06,04470,02582940,0604470,Bayview,Bayview CDP,bayview,171300.0,508800.0
559,06,04478,02407810,0604478,Bayview,Bayview CDP,bayview,,
560,06,04730,02582941,0604730,Bear Valley,Bear Valley CDP,bear valley,,
561,06,04734,02407815,0604734,Bear Valley Springs,Bear Valley Springs CDP,bear valley springs,23800.0,221099.99999999997
562,06,07274,02407873,0607274,Bodfish,Bodfish CDP,bodfish,,
563,06,04856,02407822,0604856,Belden,Belden CDP,belden,,
564,06,04938,02585403,0604938,Bell Canyon,Bell Canyon CDP,bell canyon,420969.89198507793,713025.425221329
565,06,05276,02628710,0605276,Bend,Bend CDP,bend,39100.0,243700.0
566,06,06028,02407831,0606028,Bermuda Dunes,Bermuda Dunes CDP,bermuda dunes,87754.53363275627,331567.14815411094
567,06,06070,02612472,0606070,Berry Creek,Berry Creek CDP,berry creek,24300.0,192000.0
568,06,06150,02407832,0606150,Bertsch-Oceanview,Bertsch-Oceanview CDP,bertsch-oceanview,,
569,06,06210,02407834,0606210,Bethel Island,Bethel Island CDP,bethel island,85499.99999999999,406000.0
570,06,06928,02407859,0606928,Blackhawk,Blackhawk CDP,blackhawk,607120.2761686526,1018163.3317625769
571,06,06336,02582944,0606336,Bieber,Bieber CDP,bieber,,
572,06,06475,02407839,0606475,Big Bend,Big Bend CDP,big bend,,
573,06,09122,02407926,0609122,Burney,Burney CDP,burney,30500.0,192599.99999999997
574,06,06518,02628711,0606518,Big Creek,Big Creek CDP,big creek,101100.0,340500.0
575,06,06567,02611424,0606567,Big Lagoon,Big Lagoon CDP,big lagoon,,
576,06,06616,02407843,0606616,Big Pine,Big Pine CDP,big pine,,
577,06,06982,02407857,0606982,Black Point-Green Point,Black Point-Green Point CDP,black point-green point,279027.22104252374,765889.972520268
578,06,07316,02407875,0607316,Bolinas,Bolinas CDP,bolinas,923500.0,1830600.0
579,06,06994,02407861,0606994,Blairsden,Blairsden CDP,blairsden,48400.0,289200.0
580,06,08744,02407918,0608744,Bucks Lake,Bucks Lake CDP,bucks lake,27799.999999999996,236000.0
581,06,07036,02582946,0607036,Bloomfield,Bloomfield CDP,bloomfield,206617.40227457357,640274.3170850989
582,06,07246,02582947,0607246,Bodega,Bodega CDP,bodega,349200.0,777400.0
583,06,07064,02407863,0607064,Bloomington,Bloomington CDP,bloomington,96802.25938119953,335830.1271309041
584,06,07260,02407872,0607260,Bodega Bay,Bodega Bay CDP,bodega bay,327137.0696280761,760733.0951697904
585,06,07848,02407898,0607848,Boyes Hot Springs,Boyes Hot Springs CDP,boyes hot springs,280311.1061584473,688286.044946796
586,06,07372,02407878,0607372,Bombay Beach,Bombay Beach CDP,bombay beach,,
587,06,07379,02407879,0607379,Bonadelle Ranchos-Madera Ranchos,Bonadelle Ranchos-Madera Ranchos CDP,bonadelle ranchos-madera ranchos,42565.821529712004,230852.05149664826
588,06,07470,02582948,0607470,Bonny Doon,Bonny Doon CDP,bonny doon,288541.19213006424,702593.7263845602
